searge,name,side,desc
CTabCompletePacket.field_197711_b,field_197711_b,2,
CubeCoordinateIterator.field_218305_a,field_218305_a,2,
CubeCoordinateIterator.field_218306_b,field_218306_b,2,
CubeCoordinateIterator.field_218307_c,field_218307_c,2,
CubeCoordinateIterator.field_218308_d,field_218308_d,2,
CubeCoordinateIterator.field_218309_e,field_218309_e,2,
CubeCoordinateIterator.field_218310_f,field_218310_f,2,
CubeCoordinateIterator.field_218311_g,field_218311_g,2,
CubeCoordinateIterator.field_218312_h,field_218312_h,2,
CubeCoordinateIterator.field_218313_i,field_218313_i,2,
CubeCoordinateIterator.field_218314_j,field_218314_j,2,
CUpdateBeaconPacket.field_210357_a,field_210357_a,2,
CUpdateBeaconPacket.field_210358_b,field_210358_b,2,
CUpdateCommandBlockPacket.field_210365_a,field_210365_a,2,
CUpdateCommandBlockPacket.field_210366_b,field_210366_b,2,
CUpdateCommandBlockPacket.field_210367_c,field_210367_c,2,
CUpdateCommandBlockPacket.field_210368_d,field_210368_d,2,
CUpdateCommandBlockPacket.field_210369_e,field_210369_e,2,
CUpdateCommandBlockPacket.field_210370_f,field_210370_f,2,
CUpdateJigsawBlockPacket.field_218790_a,field_218790_a,2,
CUpdateJigsawBlockPacket.field_218791_b,field_218791_b,2,
CUpdateJigsawBlockPacket.field_218792_c,field_218792_c,2,
CUpdateJigsawBlockPacket.field_218793_d,field_218793_d,2,
CUpdateMinecartCommandBlockPacket.field_210374_a,field_210374_a,2,
CUpdateMinecartCommandBlockPacket.field_210375_b,field_210375_b,2,
CUpdateMinecartCommandBlockPacket.field_210376_c,field_210376_c,2,
CUpdateSignPacket.field_149590_d,field_149590_d,2,
CUpdateSignPacket.field_179723_a,field_179723_a,2,
CUpdateStructureBlockPacket.field_210391_a,field_210391_a,2,
CUpdateStructureBlockPacket.field_210392_b,field_210392_b,2,
CUpdateStructureBlockPacket.field_210393_c,field_210393_c,2,
CUpdateStructureBlockPacket.field_210394_d,field_210394_d,2,
CUpdateStructureBlockPacket.field_210395_e,field_210395_e,2,
CUpdateStructureBlockPacket.field_210396_f,field_210396_f,2,
CUpdateStructureBlockPacket.field_210397_g,field_210397_g,2,
CUpdateStructureBlockPacket.field_210398_h,field_210398_h,2,
CUpdateStructureBlockPacket.field_210399_i,field_210399_i,2,
CUpdateStructureBlockPacket.field_210400_j,field_210400_j,2,
CUpdateStructureBlockPacket.field_210401_k,field_210401_k,2,
CUpdateStructureBlockPacket.field_210402_l,field_210402_l,2,
CUpdateStructureBlockPacket.field_210403_m,field_210403_m,2,
CUpdateStructureBlockPacket.field_210404_n,field_210404_n,2,
CuredZombieVillagerTrigger.field_192186_a,field_192186_a,2,
CuredZombieVillagerTrigger.field_192187_b,field_192187_b,2,
CuredZombieVillagerTrigger$Instance.field_192255_a,field_192255_a,2,
CuredZombieVillagerTrigger$Instance.field_192256_b,field_192256_b,2,
CuredZombieVillagerTrigger$Listeners.field_192362_a,field_192362_a,2,
CuredZombieVillagerTrigger$Listeners.field_192363_b,field_192363_b,2,
CurrentDownParticle$Factory.field_217557_a,field_217557_a,0,
CurrentDownParticle.field_203083_a,field_203083_a,0,
CUseEntityPacket.field_149566_b,field_149566_b,2,
CUseEntityPacket.field_149567_a,field_149567_a,2,
CUseEntityPacket.field_179713_c,field_179713_c,2,
CUseEntityPacket.field_186995_d,field_186995_d,2,
CustomizeSkinScreen.field_175361_a,field_175361_a,0,
CustomRecipeBuilder.field_200501_a,field_200501_a,2,
CustomServerBossInfo.field_201373_h,field_201373_h,2,
CustomServerBossInfo.field_201374_i,field_201374_i,2,
CustomServerBossInfo.field_201375_j,field_201375_j,2,
CustomServerBossInfo.field_201376_k,field_201376_k,2,
CustomServerBossInfoManager.field_201386_a,field_201386_a,2,
CustomServerBossInfoManager.field_201387_b,field_201387_b,2,
DamageEnchantment.field_77358_D,field_77358_D,2,
DamageEnchantment.field_77359_A,field_77359_A,2,
DamageEnchantment.field_77360_B,field_77360_B,2,
DamageEnchantment.field_77361_a,field_77361_a,2,
DamageEnchantment.field_77362_C,field_77362_C,2,
DamagePredicate$Builder.field_203972_a,field_203972_a,2,
DamagePredicate$Builder.field_203973_b,field_203973_b,2,
DamagePredicate$Builder.field_203974_c,field_203974_c,2,
DamagePredicate$Builder.field_203975_d,field_203975_d,2,
DamagePredicate$Builder.field_203976_e,field_203976_e,2,
DamagePredicate.field_192366_a,field_192366_a,2,
DamagePredicate.field_192367_b,field_192367_b,2,
DamagePredicate.field_192368_c,field_192368_c,2,
DamagePredicate.field_192369_d,field_192369_d,2,
DamagePredicate.field_192370_e,field_192370_e,2,
DamagePredicate.field_192371_f,field_192371_f,2,
DamageSource.field_151520_r,field_151520_r,2,
DamageSource.field_180137_b,field_180137_b,2,
DamageSource.field_188406_j,field_188406_j,2,
DamageSource.field_188407_q,field_188407_q,2,
DamageSource.field_190095_e,field_190095_e,2,
DamageSource.field_191291_g,field_191291_g,2,
DamageSource.field_191552_t,field_191552_t,2,
DamageSource.field_205132_u,field_205132_u,2,
DamageSource.field_220302_v,field_220302_v,2,
DamageSource.field_76366_f,field_76366_f,2,
DamageSource.field_76367_g,field_76367_g,2,
DamageSource.field_76368_d,field_76368_d,2,
DamageSource.field_76369_e,field_76369_e,2,
DamageSource.field_76370_b,field_76370_b,2,
DamageSource.field_76371_c,field_76371_c,2,
DamageSource.field_76372_a,field_76372_a,2,
DamageSource.field_76373_n,field_76373_n,2,
DamageSource.field_76374_o,field_76374_o,2,
DamageSource.field_76376_m,field_76376_m,2,
DamageSource.field_76377_j,field_76377_j,2,
DamageSource.field_76378_k,field_76378_k,2,
DamageSource.field_76379_h,field_76379_h,2,
DamageSource.field_76380_i,field_76380_i,2,
DamageSource.field_76381_t,field_76381_t,2,
DamageSource.field_76382_s,field_76382_s,2,
DamageSource.field_76383_r,field_76383_r,2,
DamageSource.field_76384_q,field_76384_q,2,
DamageSource.field_76385_p,field_76385_p,2,
DamageSource.field_82727_n,field_82727_n,2,
DamageSource.field_82728_o,field_82728_o,2,
DamageSource.field_82729_p,field_82729_p,2,
DamageSource.field_82730_x,field_82730_x,2,
DamageSourcePredicate$Builder.field_203982_a,field_203982_a,2,
DamageSourcePredicate$Builder.field_203983_b,field_203983_b,2,
DamageSourcePredicate$Builder.field_203984_c,field_203984_c,2,
DamageSourcePredicate$Builder.field_203985_d,field_203985_d,2,
DamageSourcePredicate$Builder.field_203986_e,field_203986_e,2,
DamageSourcePredicate$Builder.field_203987_f,field_203987_f,2,
DamageSourcePredicate$Builder.field_203988_g,field_203988_g,2,
DamageSourcePredicate$Builder.field_203989_h,field_203989_h,2,
DamageSourcePredicate$Builder.field_203990_i,field_203990_i,2,
DamageSourcePredicate$Builder.field_217951_h,field_217951_h,2,
DamageSourcePredicate.field_192449_a,field_192449_a,2,
DamageSourcePredicate.field_192450_b,field_192450_b,2,
DamageSourcePredicate.field_192451_c,field_192451_c,2,
DamageSourcePredicate.field_192452_d,field_192452_d,2,
DamageSourcePredicate.field_192453_e,field_192453_e,2,
DamageSourcePredicate.field_192454_f,field_192454_f,2,
DamageSourcePredicate.field_192455_g,field_192455_g,2,
DamageSourcePredicate.field_192456_h,field_192456_h,2,
DamageSourcePredicate.field_193419_i,field_193419_i,2,
DamageSourcePredicate.field_193420_j,field_193420_j,2,
DamageSourcePredicate.field_217953_i,field_217953_i,2,
DamageSourceProperties.field_215967_a,field_215967_a,2,
DamagingProjectileEntity.field_70230_d,field_70230_d,2,
DamagingProjectileEntity.field_70232_b,field_70232_b,2,
DamagingProjectileEntity.field_70233_c,field_70233_c,2,
DamagingProjectileEntity.field_70234_an,field_70234_an,2,
DamagingProjectileEntity.field_70235_a,field_70235_a,2,
DamagingProjectileEntity.field_70236_j,field_70236_j,2,
DarkOakTreeFeature.field_214618_a,field_214618_a,2,
DarkOakTreeFeature.field_214619_aS,field_214619_aS,2,
DataCommand.field_198948_a,field_198948_a,2,
DataCommand.field_198949_b,field_198949_b,2,
DataCommand.field_198950_c,field_198950_c,2,
DataCommand.field_201229_d,field_201229_d,2,
DataCommand.field_218955_b,field_218955_b,2,
DataCommand.field_218956_c,field_218956_c,2,
DataCommand.field_218957_g,field_218957_g,2,
DataCommand.field_218958_h,field_218958_h,2,
DataCommand.field_218959_i,field_218959_i,2,
DataCommand.field_218960_j,field_218960_j,2,
DataFixesManager.field_207592_e,field_207592_e,2,
DataFixesManager.field_207593_f,field_207593_f,2,
DataFixesManager.field_210902_d,field_210902_d,2,
DataGenerator.field_200393_a,field_200393_a,2,
DataGenerator.field_200394_b,field_200394_b,2,
DataGenerator.field_200395_c,field_200395_c,2,
DataGenerator.field_200396_d,field_200396_d,2,
DataPackCommand.field_198316_a,field_198316_a,2,
DataPackCommand.field_198317_b,field_198317_b,2,
DataPackCommand.field_198318_c,field_198318_c,2,
DataPackCommand.field_198319_d,field_198319_d,2,
DataPackCommand.field_198320_e,field_198320_e,2,
DataParameter.field_187157_a,field_187157_a,2,
DataParameter.field_187158_b,field_187158_b,2,
DataPoint.field_219943_a,field_219943_a,2,
DataPoint.field_219944_b,field_219944_b,2,
DataPoint.field_219945_c,field_219945_c,2,
DataSerializers.field_187191_a,field_187191_a,2,
DataSerializers.field_187192_b,field_187192_b,2,
DataSerializers.field_187193_c,field_187193_c,2,
DataSerializers.field_187194_d,field_187194_d,2,
DataSerializers.field_187195_e,field_187195_e,2,
DataSerializers.field_187196_f,field_187196_f,2,
DataSerializers.field_187197_g,field_187197_g,2,
DataSerializers.field_187198_h,field_187198_h,2,
DataSerializers.field_187199_i,field_187199_i,2,
DataSerializers.field_187200_j,field_187200_j,2,
DataSerializers.field_187201_k,field_187201_k,2,
DataSerializers.field_187202_l,field_187202_l,2,
DataSerializers.field_187203_m,field_187203_m,2,
DataSerializers.field_187204_n,field_187204_n,2,
DataSerializers.field_192734_n,field_192734_n,2,
DataSerializers.field_198166_i,field_198166_i,2,
DataSerializers.field_200544_f,field_200544_f,2,
DataSerializers.field_218813_q,field_218813_q,2,
DataSerializers.field_218814_r,field_218814_r,2,
DataSerializers.field_218815_s,field_218815_s,2,
DaylightDetectorBlock.field_176436_a,field_176436_a,2,
DaylightDetectorBlock.field_196320_b,field_196320_b,2,
DaylightDetectorBlock.field_196321_c,field_196321_c,2,
DeadBushBlock.field_196397_a,field_196397_a,2,
DeadBushFeature.field_197166_a,field_197166_a,2,
DeadCoralPlantBlock.field_212561_a,field_212561_a,2,
DeadCoralWallFanBlock.field_211884_b,field_211884_b,2,
DeadCoralWallFanBlock.field_211885_c,field_211885_c,2,
DeathScreen.field_146347_a,field_146347_a,0,
DeathScreen.field_184871_f,field_184871_f,0,
DeathScreen.field_213023_c,field_213023_c,0,
DebugAsyncReloader$DataPoint.field_219547_a,field_219547_a,2,
DebugAsyncReloader$DataPoint.field_219548_b,field_219548_b,2,
DebugAsyncReloader$DataPoint.field_219549_c,field_219549_c,2,
DebugAsyncReloader$DataPoint.field_219550_d,field_219550_d,2,
DebugAsyncReloader$DataPoint.field_219551_e,field_219551_e,2,
DebugAsyncReloader.field_219583_d,field_219583_d,2,
DebugAsyncReloader.field_219584_e,field_219584_e,2,
DebugChunkGenerator.field_177462_b,field_177462_b,2,
DebugChunkGenerator.field_177464_a,field_177464_a,2,
DebugChunkGenerator.field_181039_c,field_181039_c,2,
DebugChunkGenerator.field_185934_a,field_185934_a,2,
DebugChunkGenerator.field_185935_b,field_185935_b,2,
DebugCommand.field_198338_b,field_198338_b,2,
DebugCommand.field_198339_c,field_198339_c,2,
DebugOverlayGui.field_175241_f,field_175241_f,0,
DebugOverlayGui.field_175242_a,field_175242_a,0,
DebugOverlayGui.field_211537_g,field_211537_g,0,
DebugOverlayGui.field_211538_h,field_211538_h,0,
DebugOverlayGui.field_212923_a,field_212923_a,0,
DebugOverlayGui.field_212924_f,field_212924_f,0,
DebugOverlayGui.field_212925_g,field_212925_g,0,
DebugOverlayGui.field_212926_h,field_212926_h,0,
DebugPacketSender.field_218807_a,field_218807_a,2,
DebugProfiler$DebugResultEntryImpl.field_219940_a,field_219940_a,2,
DebugProfiler.field_219901_a,field_219901_a,2,
DebugProfiler.field_219902_b,field_219902_b,2,
DebugProfiler.field_219903_c,field_219903_c,2,
DebugProfiler.field_219904_d,field_219904_d,2,
DebugRenderer.field_188286_a,field_188286_a,0,
DebugRenderer.field_188287_b,field_188287_b,0,
DebugRenderer.field_190077_c,field_190077_c,0,
DebugRenderer.field_190078_d,field_190078_d,0,
DebugRenderer.field_190079_e,field_190079_e,0,
DebugRenderer.field_190080_f,field_190080_f,0,
DebugRenderer.field_190081_g,field_190081_g,0,
DebugRenderer.field_190082_h,field_190082_h,0,
DebugRenderer.field_191325_e,field_191325_e,0,
DebugRenderer.field_191326_j,field_191326_j,0,
DebugRenderer.field_191557_f,field_191557_f,0,
DebugRenderer.field_191558_l,field_191558_l,0,
DebugRenderer.field_193852_g,field_193852_g,0,
DebugRenderer.field_193853_n,field_193853_n,0,
DebugRenderer.field_201747_g,field_201747_g,0,
DebugRenderer.field_201748_h,field_201748_h,0,
DebugRenderer.field_201749_i,field_201749_i,0,
DebugRenderer.field_201750_j,field_201750_j,0,
DebugRenderer.field_201751_r,field_201751_r,0,
DebugRenderer.field_201752_s,field_201752_s,0,
DebugRenderer.field_201753_t,field_201753_t,0,
DebugRenderer.field_201754_u,field_201754_u,0,
DebugRenderer.field_217739_A,field_217739_A,0,
DebugRenderer.field_217740_l,field_217740_l,0,
DebugRenderer.field_217741_m,field_217741_m,0,
DebugRenderer.field_217742_n,field_217742_n,0,
DebugRenderer.field_217743_z,field_217743_z,0,
DecoratedFeatureConfig.field_214689_a,field_214689_a,2,
DecoratedFeatureConfig.field_214690_b,field_214690_b,2,
DedicatedPlayerList.field_164439_d,field_164439_d,2,
DedicatedServer.field_155771_h,field_155771_h,2,
DedicatedServer.field_184115_n,field_184115_n,2,
DedicatedServer.field_189647_l,field_189647_l,2,
DedicatedServer.field_213225_q,field_213225_q,2,
DedicatedServer.field_71337_q,field_71337_q,2,
DedicatedServer.field_71339_n,field_71339_n,2,
DedicatedServer.field_71340_o,field_71340_o,2,
DedicatedServer.field_71341_l,field_71341_l,2,
DedicatedServer.field_71342_m,field_71342_m,2,
DeepFrozenOceanBiome.field_206856_bb,field_206856_bb,2,
DefaultedRegistry.field_148760_d,field_148760_d,2,
DefaultedRegistry.field_148761_e,field_148761_e,2,
DefaultGlyph.field_211581_b,field_211581_b,0,
DefaultPlayerSkin.field_177336_b,field_177336_b,0,
DefaultPlayerSkin.field_177337_a,field_177337_a,0,
DefaultTypeReferences.field_219817_k,field_219817_k,2,
DefaultUncaughtExceptionHandler.field_201709_a,field_201709_a,2,
DefaultVertexFormats.field_176599_b,field_176599_b,0,
DefaultVertexFormats.field_176600_a,field_176600_a,0,
DefaultVertexFormats.field_181703_c,field_181703_c,0,
DefaultVertexFormats.field_181704_d,field_181704_d,0,
DefaultVertexFormats.field_181705_e,field_181705_e,0,
DefaultVertexFormats.field_181706_f,field_181706_f,0,
DefaultVertexFormats.field_181707_g,field_181707_g,0,
DefaultVertexFormats.field_181708_h,field_181708_h,0,
DefaultVertexFormats.field_181709_i,field_181709_i,0,
DefaultVertexFormats.field_181710_j,field_181710_j,0,
DefaultVertexFormats.field_181711_k,field_181711_k,0,
DefaultVertexFormats.field_181712_l,field_181712_l,0,
DefaultVertexFormats.field_181713_m,field_181713_m,0,
DefaultVertexFormats.field_181714_n,field_181714_n,0,
DefaultVertexFormats.field_181715_o,field_181715_o,0,
DefaultVertexFormats.field_181716_p,field_181716_p,0,
DefaultVertexFormats.field_181717_q,field_181717_q,0,
DefaultVertexFormats.field_181718_r,field_181718_r,0,
DefaultWithNameUncaughtExceptionHandler.field_201710_a,field_201710_a,2,
DefendVillageTargetGoal.field_75304_b,field_75304_b,2,
DefendVillageTargetGoal.field_75305_a,field_75305_a,2,
DelegatedTaskExecutor.field_213152_a,field_213152_a,2,
DelegatedTaskExecutor.field_213153_b,field_213153_b,2,
DelegatedTaskExecutor.field_213154_c,field_213154_c,2,
DelegatedTaskExecutor.field_213155_d,field_213155_d,2,
DelegatedTaskExecutor.field_213156_e,field_213156_e,2,
DemoPlayerInteractionManager.field_73102_f,field_73102_f,2,
DemoPlayerInteractionManager.field_73103_d,field_73103_d,2,
DemoPlayerInteractionManager.field_73104_e,field_73104_e,2,
DemoPlayerInteractionManager.field_73105_c,field_73105_c,2,
DemoScreen.field_146348_f,field_146348_f,0,
DeOpCommand.field_198326_a,field_198326_a,2,
DepthAverageConfig.field_202483_a,field_202483_a,2,
DepthAverageConfig.field_202484_b,field_202484_b,2,
DepthAverageConfig.field_202485_c,field_202485_c,2,
DerivedWorldInfo.field_76115_a,field_76115_a,2,
DesertPyramidPiece.field_202598_e,field_202598_e,2,
DesertWellsFeature.field_175910_d,field_175910_d,2,
DesertWellsFeature.field_175911_b,field_175911_b,2,
DesertWellsFeature.field_175912_c,field_175912_c,2,
DesertWellsFeature.field_175913_a,field_175913_a,2,
DestroyBlockProgress.field_180247_b,field_180247_b,0,
DestroyBlockProgress.field_73112_e,field_73112_e,0,
DestroyBlockProgress.field_73115_a,field_73115_a,0,
DestroyBlockProgress.field_82745_f,field_82745_f,0,
DetectorRailBlock.field_176573_b,field_176573_b,2,
DetectorRailBlock.field_176574_M,field_176574_M,2,
DifficultyCommand.field_198349_a,field_198349_a,2,
Difficulty.field_151527_f,field_151527_f,2,
Difficulty.field_151528_g,field_151528_g,2,
Difficulty.field_151530_e,field_151530_e,2,
DifficultyInstance.field_180171_b,field_180171_b,2,
DifficultyInstance.field_180172_a,field_180172_a,2,
DiggingParticle.field_174847_a,field_174847_a,0,
DiggingParticle.field_181019_az,field_181019_az,0,
DiggingParticle.field_217587_G,field_217587_G,0,
DiggingParticle.field_217588_H,field_217588_H,0,
DimensionArgument.field_212596_a,field_212596_a,2,
DimensionArgument.field_212597_b,field_212597_b,2,
Dimension.field_111203_a,field_111203_a,2,
Dimension.field_222669_f,field_222669_f,2,
Dimension.field_76573_f,field_76573_f,2,
Dimension.field_76575_d,field_76575_d,2,
Dimension.field_76576_e,field_76576_e,2,
Dimension.field_76579_a,field_76579_a,2,
Dimension.field_76580_h,field_76580_h,2,
DimensionSavedDataManager.field_212776_a,field_212776_a,2,
DimensionSavedDataManager.field_212778_c,field_212778_c,2,
DimensionSavedDataManager.field_215758_c,field_215758_c,2,
DimensionSavedDataManager.field_215759_d,field_215759_d,2,
DimensionType.field_186074_d,field_186074_d,2,
DimensionType.field_186076_f,field_186076_f,2,
DimensionType.field_201038_g,field_201038_g,2,
DimensionType.field_212682_f,field_212682_f,2,
DimensionType.field_218273_h,field_218273_h,2,
Direction8.field_197541_i,field_197541_i,2,
Direction8.field_208500_i,field_208500_i,2,
Direction8.field_208501_j,field_208501_j,2,
Direction8.field_208502_k,field_208502_k,2,
Direction8.field_208503_l,field_208503_l,2,
Direction8.field_208504_m,field_208504_m,2,
Direction8.field_208505_n,field_208505_n,2,
Direction8.field_208506_o,field_208506_o,2,
Direction8.field_208507_p,field_208507_p,2,
DirectionalBlock.field_176387_N,field_176387_N,2,
DirectionalPlaceContext.field_221537_g,field_221537_g,2,
Direction$AxisDirection.field_179525_d,field_179525_d,2,
Direction$AxisDirection.field_179528_c,field_179528_c,2,
Direction$Axis.field_176725_d,field_176725_d,2,
Direction$Axis.field_176726_e,field_176726_e,2,
Direction.field_176748_g,field_176748_g,2,
Direction.field_176754_o,field_176754_o,2,
Direction.field_176755_l,field_176755_l,2,
Direction.field_176756_m,field_176756_m,2,
Direction.field_176757_j,field_176757_j,2,
Direction.field_176758_k,field_176758_k,2,
Direction.field_176759_h,field_176759_h,2,
Direction.field_176760_i,field_176760_i,2,
Direction.field_176761_p,field_176761_p,2,
Direction.field_199792_n,field_199792_n,2,
Direction.field_218387_r,field_218387_r,2,
Direction.field_82609_l,field_82609_l,2,
Direction$Plane.field_209387_c,field_209387_c,2,
Direction$Plane.field_209388_d,field_209388_d,2,
DirectoryCache.field_208324_a,field_208324_a,2,
DirectoryCache.field_208325_b,field_208325_b,2,
DirectoryCache.field_208326_c,field_208326_c,2,
DirectoryCache.field_208327_d,field_208327_d,2,
DirectoryCache.field_208328_e,field_208328_e,2,
DirectoryCache.field_208329_f,field_208329_f,2,
DirectoryCache.field_218457_g,field_218457_g,2,
DisconnectedScreen.field_146304_f,field_146304_f,0,
DisconnectedScreen.field_146305_g,field_146305_g,0,
DisconnectedScreen.field_146307_h,field_146307_h,0,
DisconnectedScreen.field_175353_i,field_175353_i,0,
DispenseBoatBehavior.field_218402_b,field_218402_b,2,
DispenseBoatBehavior.field_218403_c,field_218403_c,2,
DispenserBlock.field_149943_a,field_149943_a,2,
DispenserBlock.field_176440_b,field_176440_b,2,
DispenserBlock.field_176441_a,field_176441_a,2,
DispenserContainer.field_178146_a,field_178146_a,2,
DispenserScreen.field_147088_v,field_147088_v,0,
DispenserTileEntity.field_146022_i,field_146022_i,2,
DispenserTileEntity.field_174913_f,field_174913_f,2,
DisplayEffectsScreen.field_147045_u,field_147045_u,0,
DisplayInfo.field_192300_a,field_192300_a,2,
DisplayInfo.field_192301_b,field_192301_b,2,
DisplayInfo.field_192302_c,field_192302_c,2,
DisplayInfo.field_192303_d,field_192303_d,2,
DisplayInfo.field_192304_e,field_192304_e,2,
DisplayInfo.field_192305_f,field_192305_f,2,
DisplayInfo.field_193225_b,field_193225_b,2,
DisplayInfo.field_193226_f,field_193226_f,2,
DisplayInfo.field_193227_g,field_193227_g,2,
DisplayInfo.field_193228_h,field_193228_h,2,
DistancePredicate.field_193423_a,field_193423_a,2,
DistancePredicate.field_193424_b,field_193424_b,2,
DistancePredicate.field_193425_c,field_193425_c,2,
DistancePredicate.field_193426_d,field_193426_d,2,
DistancePredicate.field_193427_e,field_193427_e,2,
DistancePredicate.field_193428_f,field_193428_f,2,
DolphinCarriedItemLayer.field_205131_b,field_205131_b,0,
DolphinEntity.field_205025_a,field_205025_a,2,
DolphinEntity.field_208013_bB,field_208013_bB,2,
DolphinEntity.field_208014_b,field_208014_b,2,
DolphinEntity.field_211138_bB,field_211138_bB,2,
DolphinEntity.field_213810_bA,field_213810_bA,2,
DolphinEntity$MoveHelperController.field_205138_i,field_205138_i,2,
DolphinEntity$PlayWithItemsGoal.field_205154_b,field_205154_b,2,
DolphinEntity$SwimToTreasureGoal.field_208057_a,field_208057_a,2,
DolphinEntity$SwimToTreasureGoal.field_208058_b,field_208058_b,2,
DolphinEntity$SwimWithPlayerGoal.field_206834_a,field_206834_a,2,
DolphinEntity$SwimWithPlayerGoal.field_206835_b,field_206835_b,2,
DolphinEntity$SwimWithPlayerGoal.field_206836_c,field_206836_c,2,
DolphinJumpGoal.field_220710_a,field_220710_a,2,
DolphinJumpGoal.field_220711_b,field_220711_b,2,
DolphinJumpGoal.field_220712_c,field_220712_c,2,
DolphinJumpGoal.field_220713_d,field_220713_d,2,
DolphinLookController.field_205139_h,field_205139_h,2,
DolphinModel.field_205081_a,field_205081_a,0,
DolphinModel.field_205082_b,field_205082_b,0,
DolphinModel.field_205083_c,field_205083_c,0,
DolphinModel.field_205084_d,field_205084_d,0,
DolphinRenderer.field_205128_a,field_205128_a,0,
DoorBlock.field_176519_b,field_176519_b,2,
DoorBlock.field_176520_a,field_176520_a,2,
DoorBlock.field_176521_M,field_176521_M,2,
DoorBlock.field_176522_N,field_176522_N,2,
DoorBlock.field_176523_O,field_176523_O,2,
DoorBlock.field_185656_B,field_185656_B,2,
DoorBlock.field_185657_C,field_185657_C,2,
DoorBlock.field_185658_f,field_185658_f,2,
DoorBlock.field_185659_g,field_185659_g,2,
DoubleCubeMergingList.field_197859_a,field_197859_a,2,
DoubleCubeMergingList.field_197860_b,field_197860_b,2,
DoubleCubeMergingList.field_197861_c,field_197861_c,2,
DoubleCubeMergingList.field_212436_a,field_212436_a,2,
DoubleNBT.field_74755_a,field_74755_a,2,
DoublePlantBlock.field_176492_b,field_176492_b,2,
DoublePlantConfig.field_202435_a,field_202435_a,2,
DoubleRangeList.field_197854_a,field_197854_a,2,
DoubleSidedInventory.field_70477_b,field_70477_b,2,
DoubleSidedInventory.field_70478_c,field_70478_c,2,
DownloadingPackFinder.field_195751_a,field_195751_a,0,
DownloadingPackFinder.field_195752_b,field_195752_b,0,
DownloadingPackFinder.field_195753_c,field_195753_c,0,
DownloadingPackFinder.field_195754_d,field_195754_d,0,
DownloadingPackFinder.field_195755_e,field_195755_e,0,
DownloadingPackFinder.field_195756_f,field_195756_f,0,
DownloadingPackFinder.field_195757_g,field_195757_g,0,
DownloadingPackFinder.field_217819_f,field_217819_f,0,
DownloadingTexture.field_110559_g,field_110559_g,0,
DownloadingTexture.field_110561_e,field_110561_e,0,
DownloadingTexture.field_110562_b,field_110562_b,0,
DownloadingTexture.field_110563_c,field_110563_c,0,
DownloadingTexture.field_147643_d,field_147643_d,0,
DownloadingTexture.field_147644_c,field_147644_c,0,
DownloadingTexture.field_152434_e,field_152434_e,0,
DragonBreathParticle$Factory.field_217513_a,field_217513_a,0,
DragonBreathParticle.field_187144_G,field_187144_G,0,
DragonBreathParticle.field_217574_F,field_217574_F,0,
DragonEggBlock.field_196444_a,field_196444_a,2,
DragonFightManager.field_186107_a,field_186107_a,2,
DragonFightManager.field_186108_b,field_186108_b,2,
DragonFightManager.field_186109_c,field_186109_c,2,
DragonFightManager.field_186110_d,field_186110_d,2,
DragonFightManager.field_186111_e,field_186111_e,2,
DragonFightManager.field_186112_f,field_186112_f,2,
DragonFightManager.field_186113_g,field_186113_g,2,
DragonFightManager.field_186114_h,field_186114_h,2,
DragonFightManager.field_186115_i,field_186115_i,2,
DragonFightManager.field_186116_j,field_186116_j,2,
DragonFightManager.field_186117_k,field_186117_k,2,
DragonFightManager.field_186118_l,field_186118_l,2,
DragonFightManager.field_186119_m,field_186119_m,2,
DragonFightManager.field_186120_n,field_186120_n,2,
DragonFightManager.field_186121_o,field_186121_o,2,
DragonFightManager.field_186122_p,field_186122_p,2,
DragonFightManager.field_186123_q,field_186123_q,2,
DragonFightManager.field_186124_r,field_186124_r,2,
DragonFireballRenderer.field_188314_a,field_188314_a,0,
DragonHeadModel.field_187070_a,field_187070_a,0,
DragonHeadModel.field_187071_b,field_187071_b,0,
DripParticle$Dripping.field_217579_C,field_217579_C,0,
DripParticle$DrippingLavaFactory.field_217519_a,field_217519_a,0,
DripParticle$DrippingWaterFactory.field_217522_a,field_217522_a,0,
DripParticle$Falling.field_217578_C,field_217578_C,0,
DripParticle$FallingLavaFactory.field_217518_a,field_217518_a,0,
DripParticle$FallingWaterFactory.field_217521_a,field_217521_a,0,
DripParticle.field_204502_a,field_204502_a,0,
DripParticle$LandingLavaFactory.field_217520_a,field_217520_a,0,
DropperBlock.field_149947_P,field_149947_P,2,
DrownedEntity$AttackGoal.field_204726_g,field_204726_g,2,
DrownedEntity.field_204716_a,field_204716_a,2,
DrownedEntity.field_204717_b,field_204717_b,2,
DrownedEntity.field_204718_bx,field_204718_bx,2,
DrownedEntity$GoToBeachGoal.field_204727_f,field_204727_f,2,
DrownedEntity$GoToWaterGoal.field_204730_a,field_204730_a,2,
DrownedEntity$GoToWaterGoal.field_204731_b,field_204731_b,2,
DrownedEntity$GoToWaterGoal.field_204732_c,field_204732_c,2,
DrownedEntity$GoToWaterGoal.field_204733_d,field_204733_d,2,
DrownedEntity$GoToWaterGoal.field_204734_e,field_204734_e,2,
DrownedEntity$GoToWaterGoal.field_204735_f,field_204735_f,2,
DrownedEntity$MoveHelperController.field_204725_i,field_204725_i,2,
DrownedEntity$SwimUpGoal.field_204736_a,field_204736_a,2,
DrownedEntity$SwimUpGoal.field_204737_b,field_204737_b,2,
