searge,name,side,desc
func_175116_e,getPatternResourceLocation,0,
func_175117_e,removeBannerData,2,Removes all the banner related data from a provided instance of ItemStack.
func_175133_bi,resetPotionEffectMetadata,2,Resets the potion effect color and ambience metadata values
func_175134_bD,getJumpUpwardsMotion,2,
func_175135_B,updatePotionMetadata,2,"Clears potion metadata values if the entity has no potion effects. Otherwise, updates potion effect color, ambience, and invisibility metadata values"
func_175136_bO,markPotionsDirty,2,
func_175138_ci,getXPSeed,2,
func_175140_cp,hasReducedDebug,0,"Whether the ""reducedDebugInfo"" option is active for this player."
func_175141_a,openSignEditor,2,
func_175142_cm,isAllowEdit,2,
func_175144_cb,isUser,2,"returns true if this is an EntityPlayerSP, or the logged in player."
func_175145_a,takeStat,2,
func_175147_b,getOfflineUUID,2,
func_175148_a,isWearing,0,
func_175149_v,isSpectator,2,Returns true if the player is in spectator mode.
func_175150_k,setReducedDebug,0,
func_175151_a,canPlayerEdit,2,Returns whether this player can modify the block at a certain location with the given stack.\n<p>\nThe position being queried is {@code pos.offset(facing.getOpposite()))}.\n\n@return Whether this player may modify the queried location in the current world\n@see ItemStack#canPlaceOn(Block)\n@see ItemStack#canEditBlocks()\n@see PlayerCapabilities#allowEdit
func_175154_l,getSkinType,0,
func_175155_b,getPlayerInfo,0,
func_175156_o,getFovModifier,0,
func_175158_f,setServerBrand,0,"Sets the brand of the currently connected server. Server brand information is sent over the {@code MC|Brand} plugin channel, and is used to identify modded servers in crash reports."
func_175159_q,closeScreenAndDropStack,0,
func_175160_A,isCurrentViewEntity,0,
func_175161_p,onUpdateWalkingPlayer,0,called every tick when the player is on foot. Performs all the things that normally happen during movement.
func_175163_u,sendHorseInventory,0,
func_175177_a,setDefaultTitlesTimes,0,Set the differents times for the titles to their default values
func_175178_a,displayTitle,0,
func_175179_f,getFontRenderer,0,
func_175180_a,renderGameOverlay,0,
func_175181_h,getTabList,0,
func_175187_g,getSpectatorGui,0,
func_175188_a,setOverlayMessage,0,
func_175229_b,setLocked,0,
func_175230_c,isLocked,0,
func_175238_c,getDebugInfoRight,0,
func_175240_a,bytesToMb,0,
func_175244_b,setHeader,0,
func_175245_a,drawPing,0,
func_175246_a,setVisible,0,"Called by GuiIngame to update the information stored in the playerlist, does not actually render the list, however."
func_175247_a,drawScoreboardValues,0,
func_175248_a,setFooter,0,
func_175249_a,render,0,"Renders the playerlist, its background, headers and footers."
func_175257_a,onSpectatorMenuClosed,0,
func_175260_a,onHotbarSelected,0,
func_175261_b,onMiddleClick,0,
func_175262_a,isMenuActive,0,
func_175265_c,getHotbarAlpha,0,
func_175266_a,renderSlot,0,
func_175288_g,markChanged,0,Marks the selected resource packs list as changed to trigger a resource reload when the screen is closed
func_175299_g,canSelectCurWorldType,0,"Returns whether the currently-selected world type is actually acceptable for selection\nUsed to hide the ""debug"" world type unless the shift key is depressed."
func_175355_a,getDifficultyText,0,
func_175358_a,getMessage,0,
func_175378_g,updateActivePotionEffects,0,
func_175396_E,getTabListDisplayName,2,"Returns null which indicates the tab list should just display the player's name, return a different value to display the specified text instead of the player's name"
func_175397_a,loadResourcePack,2,
func_175398_C,getSpectatingEntity,2,
func_175399_e,setSpectatingEntity,2,
func_175400_cq,canPlayersAttack,2,Returns if other players can attack this player
func_175402_q,getShowArms,2,
func_175403_w,getLeftLegRotation,0,
func_175404_u,getLeftArmRotation,0,
func_175405_c,setLeftArmRotation,2,
func_175407_x,getRightLegRotation,0,
func_175408_t,getBodyRotation,2,
func_175410_n,isSmall,2,
func_175411_v,getRightArmRotation,0,
func_175412_z,playParticles,2,
func_175413_k,setShowArms,2,
func_175414_r,hasNoBasePlate,2,
func_175415_a,setHeadRotation,2,
func_175416_h,readPose,2,
func_175417_e,setLeftLegRotation,2,
func_175418_s,getHeadRotation,2,
func_175419_y,writePose,2,
func_175420_a,setSmall,2,
func_175424_b,setBodyRotation,2,
func_175426_l,setNoBasePlate,2,
func_175427_f,setRightLegRotation,2,
func_175428_d,setRightArmRotation,2,
func_175445_a,updateEquipmentIfNeeded,2,Tests if this entity should pickup a weapon or an armor. Entity drops current weapon or armor if the new one is better.
func_175446_cd,isAIDisabled,2,Get whether this Entity's AI is disabled
func_175447_b,createNavigator,2,Returns new PathNavigateGround instance
func_175448_a,canEquipItem,2,
func_175451_e,dealDamage,2,
func_175453_cd,getFireballStrength,2,
func_175454_a,setAttacking,2,
func_175456_n,applyEntityAI,2,
func_175457_ck,isAngry,2,
func_175463_b,setTargetedEntity,2,
func_175464_ck,getAttackDuration,2,
func_175466_co,getTargetedEntity,2,
func_175469_o,getSpikesAnimation,0,
func_175471_a,getTailAnimation,0,
func_175472_n,isMoving,2,
func_175474_cn,hasTargetedEntity,2,
func_175476_l,setMoving,2,
func_175477_p,getAttackAnimationScale,2,
func_175493_co,incrementDroppedSkulls,2,
func_175495_n,isSpawnedByPlayer,2,
func_175496_a,setSpawnedByPlayer,2,Sets if this mob was spawned by a player or not.
func_175500_n,onGrowingAdult,2,"This is called when Entity's growing age timer reaches 0 (negative values are considered as a child, positive as an adult)"
func_175501_a,ageUp,2,"Increases this entity's age, optionally updating {@link #forcedAge}. If the entity is an adult (if the entity's age is greater than or equal to 0) then the entity's age will be set to {@link #forcedAge}."
func_175505_a,consumeItemFromStack,2,Decreases ItemStack size by one
func_175509_cj,getFleeceColor,2,Gets the wool color of this sheep.
func_175510_a,getRandomSheepColor,2,"Chooses a ""vanilla"" sheep color based on the provided random."
func_175511_a,getDyeColorMixFromParents,2,Attempts to mix both parent sheep to come up with a mixed dye color.
func_175512_b,setFleeceColor,2,Sets the wool color of this sheep
func_175513_a,getDyeRgb,0,
func_175515_b,setMovementSpeed,2,
func_175517_cu,checkLandingDelay,2,
func_175518_cr,enableJumpControl,2,
func_175520_cs,disableJumpControl,2,
func_175521_o,getJumpCompletion,0,
func_175525_a,isRabbitBreedingItem,2,
func_175529_r,setRabbitType,2,
func_175530_ct,updateMoveTypeDuration,2,
func_175531_cl,getRabbitType,2,
func_175533_a,calculateRotationYaw,2,
func_175534_cv,isCarrotEaten,2,Returns true if {@link net.minecraft.entity.passive.EntityRabbit#carrotTicks carrotTicks} has reached zero
func_175544_ck,setupTamedAI,2,
func_175546_cu,getCollarColor,2,
func_175547_a,setCollarColor,2,
func_175554_cu,populateBuyingList,2,
func_175555_cq,canAbondonItems,2,Used by {@link net.minecraft.entity.ai.EntityAIVillagerInteract EntityAIVillagerInteract} to check if the villager can give some items from an inventory to another villager.
func_175556_cs,isFarmItemInInventory,2,"Returns true if villager has seeds, potatoes or carrots in inventory"
func_175557_cr,wantsMoreFood,2,
func_175567_n,hasMovementVector,2,
func_175568_b,setMovementVector,2,
func_175571_m,shouldTrackOutput,0,
func_175573_a,setTrackOutput,2,
func_175574_a,tryOpenEditCommandBlock,2,
func_175577_aI,getNetworkCompressionThreshold,2,"The compression treshold. If the packet is larger than the specified amount of bytes, it will be compressed"
func_175578_N,isAnvilFileSet,2,
func_175579_a,isBlockProtected,2,
func_175580_aG,getMaxWorldSize,2,
func_175581_ab,getResourcePackHash,2,
func_175584_a,setResourcePackFromWorld,2,
func_175593_aQ,getMaxTickTime,2,
func_175597_ag,getFirstPersonRenderer,0,
func_175598_ae,getRenderManager,0,
func_175599_af,getItemRenderer,0,
func_175600_c,getVersion,0,Gets the version that Minecraft was launched under (the name of a version JSON). Specified via the <code>--version</code> flag.
func_175602_ab,getBlockRendererDispatcher,0,
func_175606_aa,getRenderViewEntity,0,
func_175607_a,setRenderViewEntity,0,
func_175610_ah,getDebugFPS,0,
func_175623_d,isAirBlock,2,"Checks to see if an air block exists at the provided location. Note that this only checks to see if the blocks material is set to air, meaning it is possible for non-vanilla blocks to still pass this check."
func_175624_G,getWorldType,2,
func_175625_s,getTileEntity,2,
func_175627_a,getStrongPower,2,
func_175640_z,isBlockPowered,2,
func_175641_c,addBlockEvent,2,
func_175642_b,getLightFor,2,
func_175646_b,markChunkDirty,2,
func_175647_a,getEntitiesWithinAABB,2,
func_175649_E,getDifficultyForLocation,2,
func_175651_c,getRedstonePower,2,
func_175652_B,setSpawnPoint,2,
func_175655_b,destroyBlock,2,"Sets a block to air, but also plays the sound and particles and can spawn drops"
func_175656_a,setBlockState,2,Convenience method to update the block on both the client and server
func_175657_ab,getSkylightSubtracted,2,
func_175658_ac,getLastLightningBolt,0,
func_175659_aa,getDifficulty,2,
func_175660_a,isBlockModifiable,2,
func_175666_e,updateComparatorOutputLevel,2,
func_175667_e,isBlockLoaded,2,
func_175669_a,playBroadcastSound,2,
func_175674_a,getEntitiesInAABBexcluding,2,Gets all entities within the specified AABB excluding the one passed into it.
func_175676_y,getStrongPower,2,"Returns the single highest strong power out of all directions using getStrongPower(BlockPos, EnumFacing)"
func_175687_A,getRedstonePowerFromNeighbors,2,Checks if the specified block or its neighbors are powered by a neighboring block. Used by blocks like TNT and Doors.
func_175690_a,setTileEntity,2,
func_175694_M,getSpawnPoint,2,Gets the spawn point in the world
func_175695_a,notifyNeighborsOfStateExcept,2,
func_175700_a,addTileEntity,2,
func_175701_a,isValid,2,Check if the given BlockPos has valid coordinates
func_175702_c,setLastLightningBolt,2,
func_175707_a,isAreaLoaded,2,
func_175709_b,isSidePowered,2,
func_175710_j,canBlockSeeSky,2,
func_175713_t,removeTileEntity,2,
func_175715_c,sendBlockBreakProgress,2,
func_175719_a,extinguishFire,2,Attempts to extinguish a fire
func_175723_af,getWorldBorder,2,
func_175726_f,getChunk,2,
func_175727_C,isRainingAt,2,Check if precipitation is currently happening at a position
func_175736_a,adjustPosToNearbyEntity,2,
func_175744_a,fromColorIndex,2,Get a TextFormatting from it's color index
func_175745_c,lowercaseAlpha,2,
func_175746_b,getColorIndex,2,Returns the numerical color index that represents this formatting
func_175750_a,addBlockInfo,2,
func_175796_a,isPositionInStructure,2,
func_175804_a,fillWithBlocks,2,Fill the given area with the selected blocks
func_175807_a,getBlockStateFromPos,2,
func_175808_b,replaceAirAndLiquidDownwards,2,Replaces air and liquid from given position downwards. Stops when hitting anything else than air or liquid
func_175809_a,randomlyPlaceBlock,2,
func_175811_a,setBlockState,2,
func_175812_a,findStairs,2,
func_175813_a,findCrossing,2,
func_175814_a,findCorridorSize,2,
func_175817_a,spawnElder,2,
func_175818_a,doesChunkIntersect,2,
func_175819_a,generateBoxOnFillOnly,2,
func_175820_a,getRoomIndex,2,
func_175821_a,generateDefaultFloor,2,
func_175835_e,generateLowerWall,2,
func_175836_a,generateRoomGraph,2,
func_175837_c,generateEntranceWall,2,
func_175838_g,generateUpperWall,2,
func_175839_b,generateEntranceArchs,2,
func_175840_a,generateWing,2,
func_175841_d,generateRoofPiece,2,
func_175842_f,generateMiddleWall,2,
func_175859_a,createPiece,2,
func_175860_a,createPiece,2,
func_175861_a,createPiece,2,
func_175862_a,createPiece,2,
func_175863_a,createPiece,2,
func_175864_a,createPiece,2,
func_175865_a,createPiece,2,
func_175866_a,createPiece,2,
func_175867_a,createPiece,2,
func_175868_a,createPiece,2,
func_175869_a,findPieceBox,2,
func_175870_a,generateAndAddPiece,2,
func_175871_a,generatePiece,2,
func_175872_a,createPiece,2,
func_175873_a,createPiece,2,
func_175874_a,createPiece,2,
func_175875_a,createPiece,2,
func_175876_a,createPiece,2,
func_175877_a,createPiece,2,
func_175878_a,createPiece,2,
func_175879_a,createPiece,2,
func_175881_a,createPiece,2,
func_175882_a,createPiece,2,
func_175883_a,createPiece,2,
func_175884_a,createPiece,2,
func_175885_a,createPiece,2,
func_175887_b,findAndCreateBridgePieceFactory,2,
func_175896_b,getLength,2,
func_175897_a,getComponentToAddBoundingBox,2,Create a bounding box with the specified dimensions and rotate it. Used to project a possible new component Bounding Box - to check if it would cut anything already spawned
func_175898_b,isVecInside,2,Checks if given Vec3i is inside of StructureBoundingBox
func_175899_a,createProper,2,
func_175900_c,getLayerMaterial,2,
func_175924_b,placeLeafAt,2,
func_175925_a,growLeavesLayerStrict,2,grow leaves in a circle with the outsides being within the circle
func_175926_c,isSpaceAt,2,returns whether or not there is space for a tree to grow at a certain position
func_175928_b,growLeavesLayer,2,grow leaves in a circle
func_175933_b,placePodzolCircle,2,
func_175934_c,placePodzolAt,2,
func_175935_b,getGreatestDistance,2,Returns the absolute greatest distance in the BlockPos object.
func_175953_c,generateAndAddPiece,2,
func_175954_a,findAndCreatePieceFactory,2,
func_175955_b,generatePieceFromSmallDoor,2,
func_175957_a,setConnection,2,
func_175958_a,updateOpenings,2,
func_175959_a,findSource,2,
func_175960_c,countOpenings,2,
func_175961_b,isSpecial,2,
func_175968_a,create,2,
func_175969_a,fits,2,
func_176052_a,getMapPacket,2,
func_176053_a,updateMapData,2,
func_176054_a,calculateMapCenter,2,
func_176101_a,getPacket,2,
func_176102_a,update,2,
func_176110_a,getImage,0,
func_176111_d,getRotation,2,
func_176112_b,getX,2,
func_176113_c,getY,2,
func_176118_b,setBorderSizeLerpTarget,2,Sets the border lerp target
func_176119_g,setHardcore,2,
func_176120_C,getBorderCenterX,2,Returns the border center X position
func_176121_c,setAllowCommands,2,
func_176122_j,setBorderWarningBlocks,2,Sets the border warning distance
func_176123_z,isDifficultyLocked,2,
func_176124_d,setBorderCenterX,2,Sets the border center X position
func_176125_f,setBorderDamagePerBlock,2,Sets the border damage per block
func_176126_D,getBorderCenterZ,2,Returns the border center Z position
func_176127_a,populateFromWorldSettings,2,
func_176128_f,setMapFeaturesEnabled,2,
func_176129_e,setBorderSafeZone,2,Sets the border safe zone
func_176130_y,getDifficulty,2,
func_176131_J,getBorderWarningBlocks,2,Returns the border warning distance
func_176132_G,getBorderSizeLerpTarget,2,Returns the border lerp target
func_176133_A,getClearWeatherTime,2,
func_176134_F,getBorderSizeLerpTime,2,Returns the border lerp time
func_176135_e,setBorderSizeLerpTime,2,Sets the border lerp time
func_176136_k,setBorderWarningTime,2,Sets the border warning time
func_176137_E,getBorderSize,2,
func_176138_H,getBorderSafeZone,2,Returns the border safe zone
func_176139_K,getBorderWarningTime,2,Returns the border warning time
func_176140_I,getBorderDamagePerBlock,2,Returns the border damage per block
func_176141_c,setBorderCenterZ,2,Sets the border center Z position
func_176142_i,setClearWeatherTime,2,
func_176143_a,setSpawn,2,
func_176144_a,setDifficulty,2,
func_176145_a,setBorderSize,2,Sets the border size
func_176159_a,openPoint,2,Returns a mapped point or creates and adds one
func_176163_a,postProcess,2,This method is called when all nodes have been processed and PathEntity is created.\n {@link net.minecraft.world.pathfinder.WalkNodeProcessor WalkNodeProcessor} uses this to change its field {@link net.minecraft.world.pathfinder.WalkNodeProcessor#avoidsWater avoidsWater}
func_176194_O,getStateContainer,2,
func_176195_g,getBlockHardness,2,"@deprecated call via {@link IBlockState#getBlockHardness(World,BlockPos)} whenever possible. Implementing/overriding is fine."
func_176199_a,onEntityWalk,2,Called when the given entity walks on this Block
func_176206_d,onPlayerDestroy,2,Called after a player destroys this Block - the posiiton pos may no longer hold the state indicated.
func_176208_a,onBlockHarvested,2,Called before the Block is set to air in the world. Called regardless of if the player's tool can actually collect this block
func_176211_b,getStrongPower,2,"@deprecated call via {@link IBlockState#getStrongPower(IBlockAccess,BlockPos,EnumFacing)} whenever possible. Implementing/overriding is fine."
func_176216_a,onLanded,2,Called when an Entity lands on this Block. This method *must* update motionY because the entity will not do that on its own
func_176218_Q,getOffsetType,2,Get the OffsetType for this Block. Determines if the model is rendered slightly offset.
func_176223_P,getDefaultState,2,Gets the default state for this block
func_176224_k,fillWithRain,2,"Called similar to random ticks, but only when it is raining."
func_176225_a,shouldSideBeRendered,0,""""""
func_176260_a,calculateState,2,
func_176262_b,notifyNeighbors,2,
func_176267_a,getPropertyFor,2,
func_176286_e,notifyHook,2,
func_176288_d,updateState,2,
func_176312_d,absorb,2,
func_176316_e,checkForMove,2,
func_176318_b,shouldBeExtended,2,
func_176319_a,doMove,2,
func_176337_b,colorMultiplier,0,
func_176338_e,updateSurroundingRedstone,2,
func_176339_d,isPowerSourceAt,2,
func_176340_e,canConnectUpwardsTo,2,
func_176343_a,canConnectTo,2,
func_176344_d,notifyWireNeighborsOfStateChange,2,"Calls World.notifyNeighborsOfStateChange() for all neighboring blocks, but only if the given block is a redstone wire."
func_176346_d,canConnectUpwardsTo,2,
func_176368_m,getCanBlockBurn,2,
func_176369_e,isSurroundingBlockFlammable,2,
func_176397_f,calculateInputStrength,2,
func_176398_g,updateState,2,
func_176400_h,notifyNeighbors,2,
func_176401_c,getPowerOnSide,2,
func_176402_i,isFacingTowardsRepeater,2,
func_176404_e,shouldBePowered,2,
func_176405_b,isLocked,2,
func_176407_c,getPowerOnSides,2,
func_176408_a,getActiveSignal,2,
func_176427_e,updateState,2,
func_176431_a,insertRecord,2,
func_176439_d,dispense,2,
func_176456_n,isBelowSolidBlock,2,
func_176460_j,calculateOutput,2,
func_176461_a,findItemFrame,2,
func_176462_k,onStateChange,2,
func_176473_a,canGrow,2,Whether this IGrowable can grow
func_176474_b,grow,2,
func_176478_d,grow,2,
func_176481_j,getSeedItem,0,
func_176485_d,generateBigMushroom,2,
func_176487_g,grow,2,
func_176502_a_,onEndFalling,2,
func_176503_e,checkFallable,2,
func_176512_a,toggleDoor,2,
func_176529_d,hasCrops,2,
func_176530_e,hasWater,2,
func_176536_a,catchOnFire,2,
func_176537_d,canDie,2,
func_176538_m,getNeighborEncouragement,2,
func_176548_d,trySpawnPortal,2,
func_176560_l,getShapeProperty,2,
func_176566_a,findPoweredRailSignal,2,
func_176570_e,updatePoweredState,2,
func_176572_a,getDectectionBox,2,
func_176575_a,setRedstoneStrength,2,
func_176576_e,getRedstoneStrength,2,
func_176578_d,updateNeighbors,2,Notify block and block below of changes
func_176590_a,setWaterLevel,2,
func_176597_g,shouldBeOff,2,
func_176598_a,isBurnedOut,2,
func_176610_l,getName,2,
func_176716_d,getPlane,2,"Get this Axis' Plane (VERTICAL for Y, HORIZONTAL for X and Z)"
func_176717_a,byName,0,Get the axis specified by the given name
func_176719_a,getName2,2,Like getName but doesn't override the method from Enum.
func_176722_c,isHorizontal,2,If this Axis is on the horizontal plane (true for X and Z)
func_176730_m,getDirectionVec,2,Get a normalized Vector that points in the direction of this Facing.
func_176731_b,byHorizontalIndex,2,Gets the EnumFacing corresponding to the given horizontal index (0-3). Out of bounds values are wrapped around. The order is S-W-N-E.
func_176732_a,rotateAround,0,"Rotate this Facing around the given axis clockwise. If this facing cannot be rotated around the given axis, returns this facing without rotating."
func_176733_a,fromAngle,2,"Get the EnumFacing corresponding to the given angle in degrees (0-360). Out of bounds values are wrapped around. An angle of 0 is SOUTH, an angle of 90 would be WEST."
func_176734_d,getOpposite,2,Get the opposite Facing (e.g. DOWN => UP)
func_176735_f,rotateYCCW,2,Rotate this Facing around the Y axis counter-clockwise (NORTH => WEST => SOUTH => EAST => NORTH)
func_176736_b,getHorizontalIndex,2,Get the index of this horizontal facing (0-3). The order is S-W-N-E
func_176737_a,getFacingFromVector,2,
func_176738_p,rotateZ,0,Rotate this Facing around the Z axis (EAST => DOWN => WEST => UP => EAST)
func_176739_a,byName,0,Get the facing specified by the given name
func_176740_k,getAxis,2,
func_176741_a,random,2,Choose a random Facing using the given Random
func_176742_j,getName2,2,"Same as getName, but does not override the method from Enum."
func_176743_c,getAxisDirection,2,Get the AxisDirection of this Facing.
func_176744_n,rotateX,0,Rotate this Facing around the X axis (NORTH => DOWN => SOUTH => UP => NORTH)
func_176745_a,getIndex,2,Get the Index of this Facing (0-5). The order is D-U-N-S-W-E
func_176746_e,rotateY,2,Rotate this Facing around the Y axis clockwise (NORTH => EAST => SOUTH => WEST => NORTH)
func_176762_d,getTranslationKey,2,
func_177066_a,getFramebufferRaw,0,
func_177067_a,renderName,0,
func_177068_d,getRenderManager,0,
func_177070_b,canRenderName,0,
func_177071_a,shouldRender,0,
func_177077_a,transformModelCount,0,
func_177078_a,getModelCount,0,
func_177088_c,setScoreTeamColor,0,
func_177090_c,setDoRenderBrightness,0,
func_177091_f,unsetBrightness,0,
func_177092_a,setBrightness,0,
func_177093_a,renderLayers,0,
func_177094_a,addLayer,0,
func_177110_a,getPosition,0,
func_177137_d,setModelVisibilities,0,
func_177138_b,renderRightArm,0,
func_177139_c,renderLeftArm,0,
func_177142_b,shouldCombineTextures,0,
func_177178_a,getArmorResource,0,
func_177181_a,getArmorResource,0,
func_177194_a,setModelVisible,0,
func_177219_e,isInterpolate,0,
func_177221_b,getSpawnerPosition,2,
func_177222_d,getMobRotation,0,
func_177223_e,getPrevMobRotation,0,
func_177229_b,get,2,Get the value of the given Property for this BlockState
func_177230_c,getBlock,2,
func_177231_a,cycle,2,"Create a version of this BlockState with the given property cycled to the next value in order. If the property was at the highest possible value, it is set to the lowest one instead."
func_177232_a,cyclePropertyValue,2,Helper method for cycleProperty.
func_177250_b,addBranchingBlocks,2,
func_177251_a,addBlockLine,2,
func_177252_d,getBlocksToDestroy,2,Returns an List<BlockPos> of all the blocks that are being destroyed by the piston.
func_177253_a,canMove,2,
func_177254_c,getBlocksToMove,2,Returns a List<BlockPos> of all the blocks that are being moved by the piston.
func_177255_a,reorderListAtCollision,2,
func_177262_a,incrementHeight,2,
func_177263_b,getColors,0,Returns RGB (0 to 1.0) colors of this beam segment
func_177264_c,getHeight,0,
func_177332_b,getSkinType,0,Retrieves the type of skin that a player is using. The Alex model is slim while the Steve model is default.
func_177333_c,isSlimSkin,0,Checks if a players skin model is slim or the default. The Alex model is slime while the Steve model is default.
func_177334_a,getDefaultSkin,0,Retrieves the default skin for this player. Depending on the model used this will be Alex or Steve.
func_177335_a,getDefaultSkinLegacy,0,"Returns the default skind for versions prior to 1.8, which is always the Steve texture."
func_177338_f,getSize,0,
func_177340_e,getColorOffset,0,
func_177341_i,hasPosition,0,
func_177342_c,getNormalOffset,0,
func_177343_g,getElements,0,
func_177344_b,getUvOffsetById,0,
func_177345_h,getElementCount,0,
func_177348_c,getElement,0,
func_177358_a,drawArrays,0,
func_177359_a,bindBuffer,0,
func_177361_b,unbindBuffer,0,
func_177362_c,deleteGlBuffers,0,
func_177367_b,getType,0,
func_177368_f,getSize,0,
func_177369_e,getIndex,0,
func_177370_d,getElementCount,0,
func_177372_a,isFirstOrUV,0,
func_177374_g,isPositionElement,0,
func_177375_c,getUsage,0,
func_177384_a,getDisplayName,0,
func_177395_a,getSize,0,
func_177396_b,getDisplayName,0,
func_177397_c,getGlConstant,0,
func_177409_g,setHasEntities,2,
func_177412_p,getWorld,2,
func_177414_a,getEntitiesWithinAABBForEntity,2,Fills the given list of all entities that intersect within the given bounding box that aren't the passed entity.
func_177415_c,setInhabitedTime,2,
func_177416_w,getInhabitedTime,2,
func_177417_c,setLoaded,2,
func_177422_i,createNewTileEntity,2,
func_177424_a,getTileEntity,2,
func_177425_e,removeTileEntity,2,
func_177426_a,addTileEntity,2,
func_177427_f,setModified,2,
func_177429_s,getEntityLists,2,
func_177430_a,getEntitiesOfTypeWithinAABB,2,Gets all entities that can be assigned to the specified class.
func_177432_b,setLastSaveTime,2,
func_177434_r,getTileEntityMap,2,
func_177436_a,setBlockState,2,
func_177443_a,getLightSubtracted,2,
func_177451_a,getPlayerByUUID,2,Get's the EntityPlayerMP object representing the player with the UUID.
func_177452_b,sendMessageToTeamOrAllPlayers,2,
func_177453_a,sendMessageToAllTeamMembers,2,
func_177458_a,getPossibleCreatures,2,
func_177461_b,getBlockStateFor,2,
func_177478_c,getNibbleIndex,2,
func_177479_b,isLowerNibble,2,
func_177480_a,getFromIndex,2,
func_177481_a,getData,2,
func_177482_a,setIndex,2,
func_177483_b,getCoordinateIndex,2,
func_177484_a,set,2,
func_177485_a,get,2,
func_177495_o,isNether,2,
func_177496_h,getSpawnCoordinate,2,
func_177497_p,getLightBrightnessTable,2,
func_177500_n,doesWaterVaporize,2,
func_177501_r,createWorldBorder,2,
func_177507_b,getTileEntity,2,"Gets the tile entity as currently held, or (if it has not gotten it from the world) loads it from the world."
func_177508_d,getPos,2,
func_177509_a,getBlockState,2,"Gets the block state as currently held, or (if it has not gotten it from the world) loads it from the world.\n This will only look up the state from the world if {@link #forceLoad} is true or the block position is loaded."
func_177510_a,hasState,2,Creates a new {@link Predicate} that will match when the given {@link IBlockState} predicate matches.
func_177517_b,parsePathString,0,
func_177518_c,getVariant,0,
func_177520_a,rotateVertex,0,
func_177521_b,combineXY,0,
func_177523_a,rotateFace,0,
func_177524_a,getModelRotation,0,
func_177552_f,getItemCameraTransforms,0,
func_177554_e,getParticleTexture,0,
func_177555_b,isAmbientOcclusion,0,
func_177556_c,isGui3d,0,
func_177594_c,loadModel,0,
func_177619_a,getValidStates,2,
func_177621_b,getBaseState,2,
func_177622_c,getOwner,2,
func_177623_d,getProperties,2,
func_177638_a,forBlock,2,
func_177642_a,forBlock,2,
func_177645_b,build,0,
func_177646_a,setTexture,0,
func_177648_a,addGeneralQuad,0,
func_177650_a,addFaceQuad,0,
func_177657_d,checkMissingPredicates,2,
func_177659_a,aisle,2,"Adds a single aisle to this pattern, going in the z axis. (so multiple calls to this will increase the z-size by 1)"
func_177660_a,start,2,
func_177661_b,build,2,
func_177662_a,where,2,
func_177668_c,getUp,2,
func_177669_b,getForwards,2,
func_177670_a,translateOffset,2,
func_177677_a,add,0,
func_177681_a,match,2,"Calculates whether the given world position matches the pattern. Warning, fairly heavy function. @return a BlockPattern.PatternHelper if found, null otherwise."
func_177682_a,checkPatternAt,2,checks that the given pattern & rotation is at the block co-ordinates.
func_177683_a,translateOffset,2,"Offsets the position of pos in the direction of finger and thumb facing by offset amounts, follows the right-hand rule for cross products (finger, thumb, palm) @return A new BlockPos offset in the facing directions"
func_177684_c,getPalmLength,2,
func_177685_b,getThumbLength,2,
func_177690_b,onWarningDistanceChanged,2,
func_177691_a,onWarningTimeChanged,2,
func_177692_a,onTransitionStarted,2,
func_177693_a,onCenterChanged,2,
func_177694_a,onSizeChanged,2,
func_177695_c,onDamageBufferChanged,2,
func_177696_b,onDamageAmountChanged,2,
func_177699_b,getValueClass,2,The class of the values of this property
func_177700_c,getAllowedValues,2,
func_177701_a,getName,2,
func_177702_a,getName,2,Get the name for the given value.
func_177706_a,create,2,Create a new PropertyEnum with the specified values
func_177707_a,create,2,Create a new PropertyEnum with the specified values
func_177708_a,create,2,Create a new PropertyEnum with all Enum constants of the given class that match the given Predicate.
func_177709_a,create,2,Create a new PropertyEnum with all Enum constants of the given class.
func_177712_a,create,2,Create a new PropertyDirection with all directions that match the given Predicate
func_177713_a,create,2,Create a new PropertyDirection for the given direction values
func_177716_a,create,2,
func_177719_a,create,2,
func_177721_g,getCenterZ,2,
func_177722_l,getSize,2,
func_177723_b,setWarningTime,2,
func_177724_b,setDamageBuffer,2,
func_177725_a,setSize,2,
func_177726_b,minX,2,
func_177727_n,getDamagePerBlock,2,
func_177728_d,maxX,2,
func_177729_b,getClosestDistance,2,
func_177730_a,contains,2,
func_177731_f,getCenterX,2,
func_177732_i,getTimeUntilTarget,2,
func_177733_e,maxZ,2,
func_177734_a,getStatus,0,
func_177735_k,getListeners,2,
func_177736_c,minZ,2,
func_177737_a,addListener,2,
func_177738_a,setTransition,2,
func_177739_c,setCenter,2,
func_177740_p,getWarningTime,2,
func_177741_h,getDiameter,2,
func_177742_m,getDamageBuffer,2,
func_177743_a,contains,2,
func_177744_c,setDamagePerBlock,2,
func_177745_a,getClosestDistance,2,
func_177746_a,contains,2,
func_177747_c,setWarningDistance,2,
func_177748_q,getWarningDistance,2,
func_177749_o,getResizeSpeed,0,
func_177750_a,setTransition,2,
func_177751_j,getTargetSize,2,
func_177766_a,getColor,0,Retrieve the color that the border should be while in this state
func_177774_c,getKey,2,Gets the name we use to identify the given object.
func_177951_i,distanceSq,2,Calculate squared distance to the given Vector
func_177952_p,getZ,2,Gets the Z coordinate.
